CODI,PATH,PRESENCE
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/01653_Aug1.png,1
B22-47,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-47_0/01653_Aug7.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00582_Aug7.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01978_Aug8.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00099.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01978_Aug4.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00627_Aug1.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00627_Aug7.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01522.png,0
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00582_Aug4.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00739_Aug6.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/03689.png,0
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00099_Aug3.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01982_Aug5.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01006.png,0
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01982.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00739_Aug4.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/02891.png,0
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01978_Aug5.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00582_Aug2.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01534.png,0
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00739.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00582.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00099_Aug4.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01978_Aug1.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00739_Aug7.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01982_Aug3.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01978_Aug7.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01982_Aug7.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/03675.png,0
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01978_Aug3.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00099_Aug1.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01982_Aug8.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00627.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00627_Aug8.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00739_Aug1.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00099_Aug2.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00627_Aug5.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00627_Aug2.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00582_Aug8.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01214.png,0
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01978_Aug6.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00627_Aug6.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00627_Aug3.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00099_Aug5.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00099_Aug6.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00582_Aug1.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/02890.png,0
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00739_Aug5.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01982_Aug6.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00739_Aug3.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01982_Aug4.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00582_Aug5.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01016.png,0
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01978_Aug2.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00627_Aug4.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00739_Aug8.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00582_Aug6.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01982_Aug1.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00220.png,0
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00739_Aug2.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00959.png,0
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00099_Aug8.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01982_Aug2.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01013.png,0
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00582_Aug3.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/01978.png,1
B22-84,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-84_0/00099_Aug7.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01059_Aug3.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01027_Aug5.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01059_Aug8.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01050.png,0
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/00741_Aug3.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01027_Aug2.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01027.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/00741_Aug5.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01059_Aug7.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01059_Aug4.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01059_Aug1.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01027_Aug6.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01027_Aug8.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/00741.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01027_Aug4.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01059.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01027_Aug1.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01027_Aug3.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/00741_Aug2.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/00741_Aug8.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01059_Aug5.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/00741_Aug7.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/00741_Aug4.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01027_Aug7.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01059_Aug2.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/01059_Aug6.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/00741_Aug6.png,1
B22-45,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-45_0/00741_Aug1.png,1
B22-54,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-54_1/00266.png,0
B22-54,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-54_1/00486.png,0
B22-54,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-54_1/00118.png,0
B22-54,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-54_1/00194.png,0
B22-34,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-34_1/00629.png,0
B22-34,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-34_1/00592.png,0
B22-34,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-34_1/00767.png,0
B22-311,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-311_0/00529.png,0
B22-311,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-311_0/00002.png,0
B22-167,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-167_0/00005.png,0
B22-167,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-167_0/02942.png,0
B22-167,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-167_0/00159.png,0
B22-167,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-167_0/00004.png,0
B22-167,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-167_0/00006.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01017.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00707.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01101.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01058.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01060.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00833.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01057.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00706.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01074.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00989.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01033.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00687.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01100.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00838.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01062.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01012.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01103.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01032.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00984.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00686.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00705.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01061.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00986.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01059.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01073.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01029.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00835.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01102.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01034.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01075.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00688.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00987.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01076.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01014.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00985.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01031.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00990.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00704.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01056.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01105.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00837.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00988.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01028.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01016.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01104.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00690.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00689.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01013.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01030.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/01015.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00834.png,0
B22-284,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-284_0/00836.png,0
B22-190,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-190_1/00737.png,0
B22-190,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-190_1/01059.png,0
B22-190,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-190_1/00027.png,0
B22-190,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-190_1/00802.png,0
B22-190,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-190_1/00180.png,0
B22-307,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-307_0/00284.png,0
B22-307,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-307_0/00261.png,0
B22-307,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-307_0/00300.png,0
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/01063_Aug2.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/01063_Aug7.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00687_Aug2.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/01063_Aug8.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00696_Aug3.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00696_Aug2.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00994.png,0
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00839.png,0
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00687_Aug6.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00696_Aug4.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00308.png,0
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00687.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00993.png,0
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00696_Aug1.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00047.png,0
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/01063_Aug6.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00687_Aug8.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00696_Aug7.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/01063_Aug5.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00696_Aug5.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00696.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/01063_Aug3.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00696_Aug8.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00687_Aug4.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00687_Aug7.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/01063_Aug1.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00687_Aug5.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00696_Aug6.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00687_Aug3.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/00687_Aug1.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/01063.png,1
B22-123,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-123_0/01063_Aug4.png,1
B22-244,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-244_0/01327.png,0
B22-244,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-244_0/01708.png,0
B22-244,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-244_0/01288.png,0
B22-244,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-244_0/01711.png,0
B22-214,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-214_0/01101.png,0
B22-214,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-214_0/00949.png,0
B22-188,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-188_0/00005.png,0
B22-188,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-188_0/00254.png,0
B22-188,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-188_0/00256.png,0
B22-185,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-185_0/00821.png,0
B22-175,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-175_1/00551.png,0
B22-175,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-175_1/00683.png,0
B22-175,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-175_1/00609.png,0
B22-175,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-175_1/00467.png,0
B22-175,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-175_1/00325.png,0
B22-175,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-175_1/00624.png,0
B22-175,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-175_1/00538.png,0
B22-175,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-175_1/00569.png,0
B22-175,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-175_1/00500.png,0
B22-152,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-152_1/00214.png,0
B22-152,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-152_1/00556.png,0
B22-152,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-152_1/00102.png,0
B22-152,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-152_1/00416.png,0
B22-157,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-157_0/00111.png,0
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00119.png,1
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00119_Aug5.png,1
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00119_Aug6.png,1
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00119_Aug8.png,1
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00119_Aug2.png,1
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00144_Aug6.png,1
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00144_Aug8.png,1
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00144_Aug5.png,1
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00144_Aug3.png,1
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00119_Aug7.png,1
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00119_Aug4.png,1
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00119_Aug1.png,1
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00144_Aug1.png,1
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00119_Aug3.png,1
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00477.png,0
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00144_Aug4.png,1
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00144_Aug7.png,1
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00144.png,1
B22-275,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-275_0/00144_Aug2.png,1
B22-298,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-298_0/01280.png,0
B22-298,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-298_0/00338.png,0
B22-35,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-35_0/00332.png,0
B22-148,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-148_1/00035.png,0
B22-148,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-148_1/00193.png,0
B22-56,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-56_0/02617.png,0
B22-56,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-56_0/00015.png,0
B22-56,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-56_0/00021.png,0
B22-56,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-56_0/00017.png,0
B22-56,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-56_0/00519.png,0
B22-56,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-56_0/00320.png,0
B22-56,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-56_0/00316.png,0
B22-56,/fhome/maed/HelicoDataSet/CrossValidation/Annotated/B22-56_0/00016.png,0
